	AMH	CBX2	CTNNB1	DHH	DKK1	DMRT1	FGF9	FOXL2	GATA4	NR0B1	NR5A1	PGD2	RSPO1	SOX9	SRY	UGR	WNT4	WT1mKTS	WT1pKTS
E61_168	0.0005218940530345613	0.9803099363394387	0.44017097550676265	0.005933906169523682	0.02965360600625902	0.028589410340550188	0.020852538311576692	0.002557394247228508	1.5118817092693473	2.1568437833241143	1.914745914050332	0.004734388283117309	0.37623879393551296	0.07013276068373986	2.0231238371474336	0.029398476847377744	1.4287156498097089	1.6747009526782013	1.5970807793507569
E558_387	0.1068336661015762	0.015233901344688137	0.0007932426528682963	0.10705156081328346	2.229278296317801	1.8754827777890333	0.06855905587799145	0.009292474748017865	2.059304860577014	1.9634174836239977	2.5766021663533083	0.04226460087356417	0.0020020177152016154	1.9021575012289853	2.1922957514146257	0.01058585072690825	0.04198831886975437	2.1696823002417718	1.4562708085235063
E1701_310	0.02219621044583556	0.012240121665408813	2.1225936668904963	0.02430985098181821	0.0635543758323397	0.03584434398788508	0.15624620804754452	1.7630735421371888	1.8085151465151328	2.157537410438183	0.3142581858510959	0.028634341797751862	1.8139515334383256	0.010697398932388144	0.04721576978286149	0.007388650560683357	1.7823347317814109	1.7848453034366751	0.07392888314769643
E1648_589	2.059255933382647	0.005965052591652389	0.014887819846723278	2.32270652016489	1.9985795601186485	1.698635707587982	2.400372742815845	0.017791304638145856	1.6152810561995476	0.007554000268771494	2.2611389250306835	2.0234557319614184	7.251147902638922e-06	2.0147977765543703	1.815536741437469	0.0025593632783086338	0.009592669094037885	2.525846896332984	1.8681466521262275
E181_733	0.02565523704695072	0.07672167513231866	1.7394650743034048	0.018971702179928728	0.0007628874693088821	0.018211049957426728	0.09563401249538198	2.068331252801156	1.589400702367989	1.4750323443826616	0.0071674087355533735	0.006433391425499561	1.7234075610184287	0.0030063285454782858	0.0057690884965345465	0.00040359024196956933	2.296359996077183	2.0357121115168897	0.009450898708344237
E716_717	2.1552761700958585	0.04446794632789541	0.008492677016273206	2.0879958773498744	1.672503273555397	2.2257656863111515	2.364483977594165	0.007267792981554466	1.8583379847894472	0.0016995164288914903	2.057720222044019	2.1465410689659588	0.011182132029865666	1.924587097084488	2.1418488150978634	0.013157067426090798	0.011490482471405812	3.013484855325556	2.12751963291184
E537_638	0.06407494696758904	0.04599918835617384	1.9570695341507969	0.011580015332499293	0.00940226801632462	0.023930949132732027	0.08940551667537977	2.0615395449498024	2.013832912268528	1.983572884434779	0.005578930817288388	0.003424872701599694	2.0337811267087784	0.0055857951564076466	0.01587904583610599	0.028829513474770432	2.1751517130621982	2.3313933477844238	0.020402690629325787
E336_20	0.01994242486226739	1.6047324381849906	0.01184799205379546	0.01784704372848413	0.02609956635606738	0.0013804395343595304	0.014773147555187209	0.04782265032067548	1.1531067022415264	0.007217571657064586	1.3261117175924595	0.001555218314284412	0.016036530065095242	0.03165622350965695	0.027444109107873062	1.6678036674899754	0.04726304813147053	2.0514154211843536	1.7367959900872638
E1831_43	0.008060903610594227	1.9086392772076124	0.015227431271548669	0.009477342907822369	0.02510066772753377	0.019411839436149672	0.0011135508580383377	0.003338046287576937	1.7364505366435032	0.04202399840793857	2.389724522972504	0.004082820473027863	0.0023715284949340203	0.00520050659966557	0.0025459564268145397	2.361242030088245	0.007071401650898164	1.9239687480735648	2.447522365612492
E1100_397	0.09805504192350233	0.0010350551036796816	0.01905279627988973	0.8015165155244859	1.5988909041749366	2.310105020357978	0.7506951357994454	0.008311803285117169	1.2471850504756756	2.5100948151284164	2.1999417210127032	0.7610903910179091	0.02574780359381491	2.214859531169637	1.1609232464731571	0.013326850189103272	0.0434356862211762	2.4021924746500485	1.6133067929324525
E1484_718	2.0188595847940944	0.004604344936393494	0.04899958533843128	2.1924534043738046	1.917958361338712	2.1014030335065432	1.6391775700270663	0.02383882377749656	1.7881456974346552	0.010294315644570132	2.23830654297197	3.0564319947616685	0.018648507501494112	2.2059570488090943	1.8040866310674195	0.01480105313718086	0.01144307056962889	1.8944842435426428	1.6275888744974352
E1776_321	0.003955140118470916	0.2429641306389806	1.4766105951673851	0.024368766206074473	0.031819550045333045	0.05202157719395117	0.012717220490126205	1.8992366566845649	1.5531454834495062	2.0863175772104414	0.05175969874712991	0.03101793832082486	2.218881759341917	0.019294761391287527	0.05340289581941586	0.007669084699231111	2.0740417436867147	2.3762972534399776	0.31516525025347764
E1894_390	0.006434009745316571	0.016620706504132055	0.0031466615488190946	0.01326689178831499	2.1451348333330045	1.2763319617462816	0.032114142295064145	0.0185676471558225	1.515366334254731	1.961098962874211	0.8855414235330051	0.005772761840469465	0.6340392440181052	1.104773431331751	2.386533338031688	0.002698287167184007	0.1873961268019115	2.091098486104152	2.721232445015425
E316_51	0.012186009782572423	2.024014986600267	0.007087641461149011	0.075777920801159	0.014511349067820785	0.06275589867520974	0.04889010386792465	0.0015163254478235588	1.7890627929877991	0.08598135067463969	1.7674799355723263	0.009838501265209552	0.004735513884115819	0.0015557255117919927	0.012576284059310132	2.058702737514168	0.014343436928841654	1.8941016221138915	1.6912534319344306
E773_64	0.002301174264481396	1.5626276315925502	0.011668955064253169	0.0006821007945931722	0.0047549131146797825	0.053712013187115895	0.017835070750182775	7.10917022057919e-05	1.747605253394778	0.011561029181601904	1.5148608385974685	0.008331658219955816	0.030055349876268143	0.007360242892146832	0.0234105846576644	2.182378236956512	0.02294904777069634	1.57494253698579	2.4073725831045687
E1690_353	0.0018805375778323825	0.00174642612414039	0.006787504650331917	0.014158617734691813	1.938031809515289	1.9234004200615	0.007665398657549522	0.008442754902742416	2.0319261023670423	1.803287615815565	0.4691590173955645	0.0001796545216524797	0.10218306133622347	0.6626767943792984	1.9350608908965528	0.046278912115133616	0.14880967899332365	1.9245370144756828	2.2366674568501383
E1587_309	0.0002540713008209929	0.016254596986951468	2.3404407841235955	0.003222006946949569	0.2729820100584444	0.014364431294707497	0.1343499974557054	1.3015056911975562	1.305805837655993	2.6976292998439115	0.16105132850773132	0.002850062411876369	1.7910661501738239	0.013062457317348643	0.058852442103912064	0.07435737180092701	2.18502654738669	1.8562634845085333	0.3645641617956119
E1096_625	2.3284562036236887	0.0063752588003963785	0.029464327880767964	2.147313921776057	2.3844998418040952	1.9274736394659284	2.2384384668283053	0.0037393626830686203	1.6591542930749472	0.008495595125541057	2.277482389028607	1.7245483032842688	0.009851878678267994	2.385049426176931	2.4896413063832608	0.15738174888520606	0.013880111031239777	2.7892276742898208	1.7273668613223052
E906_637	1.4590227411187038	0.001364801437828799	0.010306679544749656	1.4625729906505205	2.1257185365652824	2.26931188545266	2.0330219429645235	0.010048358444697671	2.2848684704774653	0.014935503246234409	1.9829080173911844	1.9252749730459329	0.006737007076835754	2.388959737702992	2.153576160772828	0.007017165208283585	0.01874765031824776	1.9600305884840468	2.0730353495128684
E149_376	0.009604008989958387	0.0032983844589150307	1.685902804519715	3.494638243876238e-05	0.04022988563957773	0.0010943717145464509	0.007613419173781298	1.6464587736280534	1.5289861542584378	2.1446546089428358	0.2946731296423155	0.01927740268786816	1.9900419842065968	0.0016840608901222474	0.00063508276559913	0.0048277669357880615	2.026891379135129	1.5419376030504557	0.12977860895233995
E945_30	0.004267067528727571	2.0221948180864207	0.002849088626234539	0.00755063935134413	0.0018037864163575035	0.12035277226560186	0.07510709950825875	0.004273858018002733	2.4621023620194658	0.029144347454200213	1.5770340051964231	0.011731637459346808	0.0012043194767372965	0.0015729657230508195	0.00694711097351032	1.8428693069971795	0.011908412267961695	2.0661243797326687	1.8233017176330268
E1800_259	0.01538682807863808	1.5676734322295465e-05	0.01017135271008552	0.002552314776073932	1.9842347800126137	2.2681676259020698	0.02270453705218667	0.0006586839205225351	2.2284231044816587	2.3540754183677763	0.10914034613229293	0.14267418786991798	1.3908122081018826	0.14235014235292848	1.786005028747368	0.001869242667853252	2.2823922831840564	2.0829509872628607	1.8538497661236364
E1132_389	0.002924232501956701	0.003061497629886996	2.253417327938396	0.003597370963892885	0.025817738988991645	0.02122702055836897	0.016720316071775758	1.9272446022456773	1.6737150793066746	2.416012421389332	0.01160761731094764	0.008053364145752941	1.3716002486959609	0.017082397335024212	0.0007240335173502965	0.04090532092040504	2.0692977564516006	2.066445326787037	0.01461494753761106
E1326_614	2.418685722164833	0.006658817449322384	0.021346427475423937	1.5942031628082494	1.8669100895817847	2.036169538009861	2.1759466962845884	0.02519532590593201	1.8972799228802373	0.0005416721665555662	2.462827398794274	1.3345740110022293	0.007203548469826029	2.7082323047060197	1.8659987597612389	0.0011533467081118946	0.0031786753001415385	1.744096065789137	1.6737122966002909
E1631_768	0.11575959636904246	0.005025294581769151	1.6001237965525346	0.0006366286370596251	0.00010212033738617528	0.004479064181987767	0.005144629501163671	1.8572722718096115	2.173622815834868	2.0445539158653805	0.12113835331612795	0.0004113692442536607	2.173493552756024	0.003672173297517935	0.002535957160655528	0.013481033677162323	2.05210549106976	2.5055168340382235	0.055864865918265456
E32_610	2.147245579514882	0.022920243439494455	0.002116291262379253	2.085751199643171	2.7272823259396795	2.5478162790033325	1.9187498606616595	0.008383631978635175	1.9300761735394991	0.017586450523589696	2.566243735219917	2.3536385269766518	0.02012381983871796	2.114736959846629	2.072139183135949	0.0024241453194723435	0.0037696659085439095	2.3839116797326803	2.170586079318435
E1289_27	0.006079751541165868	1.914220998145346	0.0065671158556237395	0.07674262181332522	0.011176884346150929	0.021197954552833416	0.0010813109652490524	0.06438457747751668	1.5827233501054645	0.13090490063609786	1.6370638732345937	0.0035601188986116397	0.0014525857362896642	0.0013431899458636175	0.00121719335731093	2.4959292624667366	0.038025572823866864	1.9080984467340143	1.945947655961324
E116_648	2.674161601793022	0.005499489763801798	0.035069056063614164	2.026098408073768	2.4596516321177107	1.991251328096205	2.2428102587414096	0.020740753783844792	2.2826739600227173	0.02533684029407864	2.3261278809665002	1.5523708278899675	0.008298030163295497	1.9645942736537183	1.5243511598658943	0.006658352348989274	0.008889177832507568	2.5798939836753045	2.0674787949375304
E282_266	0.00668919732792552	0.042846988831998487	2.008584774337752	0.010053787690570628	0.03169736589712484	0.029867065784679094	0.12058936909361395	0.9149493511928336	1.6092210862189715	2.2544506338989247	0.2273624259447424	0.02027198509572094	1.397414420813397	0.008692240893521443	0.3076255452015594	0.13564087532840288	2.227559238418482	1.8128992544769431	1.4644621293611444
E1447_733	0.012093018743675507	0.004229208613535894	1.8173374208405009	0.022328816800350784	0.013492846106280251	0.0020647154084661424	0.0042506436495032465	2.7902571093734885	2.088673135457796	1.7934530363798409	0.02076464902287113	0.04506750526442267	1.9828722690822995	0.0077385792547517785	0.010358783887997328	0.007134539291902025	1.833642953778716	1.2834734478101462	0.011978126983783251
E1651_143	0.1587475986302822	1.983290090848432	0.0058596766981768005	0.002320066968921446	0.039227915267622086	0.08021110866936408	0.002577287592642141	0.01997754088571679	1.9944694995886203	2.319922561501457	1.7979446352944293	0.002945350320345718	0.006556135937193961	0.005042999295813489	2.080847496801068	0.3876120272255262	2.7413813935393234	2.14516904590239	1.7323346776259465
E987_343	0.0036574551722529866	0.039807799518182384	2.2605046000227382	0.04333141129077083	0.006748054118246482	0.027588534231726	0.010352017979811536	1.8914639860496392	1.5185827468063915	2.604160284687109	0.06349756785291663	0.0015528907447587802	2.8570045828855046	0.005558505947418682	0.032231614345683036	0.013208062647584808	2.6164783708165325	2.2467952754839082	0.03746976074421311
E241_792	0.004837753702317709	0.027679438091128283	1.993359458568668	0.02677878280487126	0.1071458380879882	0.033394403547114475	0.001710448740819017	1.771030187300005	1.95128701208004	2.3271620051573594	0.030032788207101306	0.01946575485267589	1.7654104320459048	0.04492895835827911	0.035066533002970975	0.005391932640192432	1.5742977011800785	2.206605535748961	0.023765716896017648
E1731_505	1.598405308839448	0.027583091475939875	0.010509174431174623	1.526472025436193	1.2829592102808156	2.3391633061016406	1.7765420414563378	0.005094512232257181	2.4941638952785956	0.022962188740984626	1.6732458800701269	2.393010590464396	0.07387528723052983	2.249835005409917	1.5060540769905781	0.006630741843409733	0.01688936113331619	2.291342885791717	1.4522559517717195
E553_509	1.8916116924768493	0.002678912523002189	0.01319938654647065	1.853939495794233	2.1592725844589795	1.7180164733839218	1.950983539787654	0.04762134606157657	1.9150740551247216	0.03584830180502725	1.9899271701440109	2.4134011710494545	0.0006609100024462227	1.8930511047822989	2.3718258565234085	0.020910280025712283	0.09228262739009783	1.8399718993813776	2.4834364456154208
E1474_565	0.00618629592337363	0.006935702251302509	1.9296981984936432	0.01262206957097717	0.01866680324566403	0.0003029774396658157	0.01039620479106618	2.427466237709982	2.1310872558379805	1.7720515698966937	0.04553592958836414	0.025582159133246168	2.2599269497546466	0.05963937308900141	0.06956229973769959	0.009023435487513332	1.7347879668058603	1.754063377915002	2.0168504979434666e-05
E478_195	0.02007811642594199	0.08226086809221861	2.1207457651550023	0.008145622462640433	0.042329357088617806	0.016018871648054954	0.014646146771926185	0.0045948659394748105	2.2849210164607867	1.9183846111524407	1.6681533007267562	0.0028371230753279964	1.278340277983504	0.010745270437061798	0.8777313417025376	0.0010274913749261669	2.1362624392226857	2.2239221781902527	2.040663319990637
E1081_225	0.003463326053876007	1.5047564771383657	0.3262547618563077	0.0031792199785585324	0.8678300508801408	1.4017216809881825	0.0007145078546438184	0.031885866641175035	2.505955190094592	2.1969603755166545	0.1536769662083559	0.004612844387294604	1.5425489192908195	0.05125170939548649	2.40803664391361	0.05274670047369735	2.069084492672781	1.5036181660758656	1.6993225552341027
