,PseudoTime1,PseudoTime2
E188_342,0.42516,NA
E178_665,NA,0.83145
E50_771,0.96478,NA
E61_725,0.90692,NA
E13_91,NA,0.10943
E114_525,0.65535,NA
E165_393,0.48931,NA
E72_134,0.16352,NA
E167_649,0.81132,NA
E157_404,0.50314,NA
E195_388,NA,0.48302
E29_51,NA,0.05912
E5_570,NA,0.71195
E119_474,NA,0.59119
E45_150,0.18365,NA
E172_555,0.69308,NA
E59_713,NA,0.89182
E130_608,0.75975,NA
E187_546,NA,0.68176
E95_78,0.09308,NA
E193_429,0.53459,NA
E44_64,0.07547,NA
E174_273,0.33836,NA
E151_190,NA,0.23396
E126_229,0.28302,NA
E65_493,0.61509,NA
E161_209,NA,0.25786
E26_306,0.37987,NA
E64_612,NA,0.76478
E90_180,0.22138,NA
E37_637,0.79623,NA
E11_660,0.82516,NA
E110_787,0.98491,NA
E87_681,NA,0.85157
E158_328,NA,0.40755
E186_519,NA,0.6478
E52_647,NA,0.80881
E102_788,NA,0.98616
E70_607,0.75849,NA
E53_18,NA,0.01761
E10_186,0.22893,NA
E16_319,NA,0.39623
E129_572,0.71447,NA
E99_455,0.5673,NA
E4_486,0.60629,NA
E67_780,NA,0.9761
E183_195,NA,0.24025
E166_756,0.94591,NA
E91_183,NA,0.22516
E199_289,NA,0.35849
E125_388,NA,0.48302
E85_507,0.6327,NA
E159_276,0.34214,NA
E57_476,0.59371,NA
E145_33,NA,0.03648
E97_149,0.18239,NA
E156_317,0.39371,NA
E148_31,0.03396,NA
E38_411,NA,0.51195
E142_759,0.94969,NA
E170_162,0.19874,NA
E54_578,0.72201,NA
E141_141,NA,0.17233
E17_483,NA,0.60252
E83_435,0.54214,NA
E47_554,0.69182,NA
E8_535,0.66792,NA
E184_98,NA,0.11824
E135_770,0.96352,NA
E176_469,NA,0.58491
E149_34,0.03774,NA
E79_538,NA,0.6717
E71_652,NA,0.81509
E76_292,0.36226,NA
E24_462,NA,0.5761
E9_722,0.90314,NA
E63_729,0.91195,NA
E39_382,0.47547,NA
E120_38,NA,0.04277
E15_107,NA,0.12956
E139_373,NA,0.46415
E150_302,0.37484,NA
E51_722,NA,0.90314
E42_46,NA,0.05283
E197_431,NA,0.53711
E104_512,NA,0.63899
E93_286,0.35472,NA
E82_4,NA,0.0
E80_471,0.58742,NA
E84_733,NA,0.91698
E112_439,NA,0.54717
E152_434,0.54088,NA
E69_461,0.57484,NA
E189_364,NA,0.45283
E0_393,0.48931,NA
E60_799,NA,1.0
E153_225,NA,0.27799
E127_659,0.8239,NA
E14_362,NA,0.45031
E41_415,NA,0.51698
E7_92,0.11069,NA
E48_405,0.5044,NA
E171_463,0.57736,NA
E133_437,0.54465,NA
E100_259,0.32075,NA
E66_481,0.6,NA
E144_781,0.97736,NA
E162_641,NA,0.80126
E21_332,NA,0.41258
E191_660,0.82516,NA
E134_24,NA,0.02516
E28_763,NA,0.95472
E118_550,0.68679,NA
E106_774,NA,0.96855
E115_605,0.75597,NA
E96_6,0.00252,NA
E25_575,0.71824,NA
E121_279,NA,0.34591
E89_396,0.49308,NA
E6_594,NA,0.74214
E20_530,NA,0.66164
E173_506,NA,0.63145
E132_230,0.28428,NA
E136_255,NA,0.31572
E111_290,0.35975,NA
E101_18,NA,0.01761
E94_183,0.22516,NA
E2_624,0.77987,NA
E164_679,NA,0.84906
E88_538,NA,0.6717
E56_628,NA,0.78491
E68_334,NA,0.41509
E108_8,0.00503,NA
E81_53,NA,0.06164
E86_738,NA,0.92327
E107_421,NA,0.52453
E124_499,NA,0.62264
E22_140,NA,0.17107
E98_404,NA,0.50314
E75_50,0.05786,NA
E198_201,0.2478,NA
E92_583,0.7283,NA
E27_761,0.9522,NA
E117_224,0.27673,NA
E175_29,NA,0.03145
E155_366,0.45535,NA
E40_59,NA,0.06918
E128_799,NA,1.0
E163_734,NA,0.91824
E109_688,NA,0.86038
E62_537,0.67044,NA
E116_662,NA,0.82767
E185_754,NA,0.9434
E140_186,NA,0.22893
E55_54,NA,0.06289
E123_513,NA,0.64025
E143_584,NA,0.72956
E105_406,0.50566,NA
E1_497,NA,0.62013
E131_436,0.5434,NA
E46_647,0.80881,NA
E23_73,0.08679,NA
E36_547,NA,0.68302
E3_153,NA,0.18742
E43_538,NA,0.6717
E12_212,NA,0.26164
E31_671,0.83899,NA
E34_173,NA,0.21258
E146_675,NA,0.84403
E168_489,0.61006,NA
E147_493,NA,0.61509
E122_367,0.4566,NA
E181_334,NA,0.41509
E169_342,0.42516,NA
E113_575,NA,0.71824
E30_487,0.60755,NA
E177_751,0.93962,NA
E194_239,NA,0.2956
E77_694,0.86792,NA
E73_322,NA,0.4
E103_214,NA,0.26415
E49_102,NA,0.12327
E180_614,NA,0.7673
E35_9,0.00629,NA
E154_55,NA,0.06415
E196_120,0.14591,NA
E179_211,NA,0.26038
E33_273,0.33836,NA
E137_312,NA,0.38742
E32_321,NA,0.39874
E182_16,0.01509,NA
E190_11,NA,0.00881
E160_533,NA,0.66541
E74_399,NA,0.49686
E192_474,0.59119,NA
E19_783,0.97987,NA
E78_362,NA,0.45031
E58_181,0.22264,NA
E18_690,NA,0.86289
E138_63,0.07421,NA
