TF	Target	EdgeWeight
cJun	EgrNab	0.054723210632801056
Fli1	Fog1	0.05471901223063469
Gfi1	Cebpa	0.05471793934702873
Fli1	Gata1	0.05470570921897888
Gata1	Scl	0.05468276888132095
Fog1	Gata1	0.05468273535370827
cJun	Pu1	0.05467970669269562
Fog1	Fli1	0.054670002311468124
Scl	Fli1	0.054667193442583084
Cebpa	Gfi1	0.054665353149175644
Fli1	cJun	0.05464642122387886
cJun	Gata1	0.05464243143796921
Scl	Gata1	0.05464109778404236
Gata1	Fli1	0.054638031870126724
Pu1	cJun	0.05462977662682533
cJun	Gfi1	0.05462675541639328
Gfi1	Eklf	0.05462499335408211
Gata1	Fog1	0.054622799158096313
cJun	Gata2	0.054619815200567245
Gata2	Gata1	0.05461869016289711
Scl	Eklf	0.054617833346128464
Eklf	Gata1	0.054616279900074005
Fog1	Scl	0.05461231619119644
Eklf	Gfi1	0.054608628153800964
Gata2	Eklf	0.054607778787612915
Eklf	cJun	0.0546053908765316
Fog1	cJun	0.05460534989833832
Gata1	Gata2	0.054585978388786316
Eklf	Fli1	0.054580871015787125
Eklf	Gata2	0.0545802116394043
Fli1	Gfi1	0.054579075425863266
Eklf	Scl	0.05457187443971634
Scl	Fog1	0.054570429027080536
Gata1	cJun	0.05456400662660599
Cebpa	Gata1	0.05456242710351944
EgrNab	cJun	0.054560258984565735
Gata1	EgrNab	0.054557234048843384
Gfi1	EgrNab	0.05455676093697548
Pu1	Fli1	0.054555874317884445
Fli1	Cebpa	0.054555732756853104
Eklf	Fog1	0.05455441400408745
Fli1	Scl	0.05455256626009941
Pu1	EgrNab	0.05454748496413231
Fli1	Pu1	0.05454692244529724
Gfi1	Fli1	0.05454321578145027
Gata1	Pu1	0.05454300343990326
cJun	Cebpa	0.054542478173971176
Gfi1	cJun	0.054537564516067505
EgrNab	Fli1	0.05453728139400482
cJun	Eklf	0.05453488975763321
Gfi1	Fog1	0.054534122347831726
cJun	Fog1	0.054533474147319794
Gata2	Fli1	0.05453242361545563
Scl	Cebpa	0.05453125387430191
Cebpa	Fli1	0.05453100427985191
Pu1	Eklf	0.05452878773212433
Pu1	Cebpa	0.05452796816825867
Fli1	EgrNab	0.05452582612633705
Fog1	Gata2	0.05452171340584755
Gfi1	Gata2	0.05452022701501846
Pu1	Gata2	0.054519932717084885
Cebpa	Eklf	0.05451974645256996
Gfi1	Pu1	0.054517194628715515
Fog1	Gfi1	0.05451694875955582
Fli1	Eklf	0.05451677739620209
Scl	Gata2	0.05451611801981926
Eklf	EgrNab	0.054515983909368515
Fli1	Gata2	0.05451580882072449
EgrNab	Scl	0.05451299250125885
Cebpa	Gata2	0.05451207607984543
Cebpa	Pu1	0.05450994521379471
Gata1	Eklf	0.054508060216903687
Fog1	Cebpa	0.0545051246881485
EgrNab	Gfi1	0.054504696279764175
Eklf	Cebpa	0.054504554718732834
Fog1	Eklf	0.05450126528739929
cJun	Fli1	0.05450022965669632
cJun	Scl	0.054496146738529205
Fog1	EgrNab	0.05449037253856659
Scl	Gfi1	0.05448991432785988
Scl	Pu1	0.054487381130456924
Gfi1	Gata1	0.05448402464389801
Gata2	Fog1	0.054482731968164444
Pu1	Scl	0.0544755645096302
Cebpa	EgrNab	0.05447203293442726
Gfi1	Scl	0.05446339398622513
EgrNab	Gata2	0.05446229130029678
Pu1	Gfi1	0.05446141958236694
EgrNab	Fog1	0.05445817485451698
Gata2	EgrNab	0.054458096623420715
Cebpa	Fog1	0.054455775767564774
Gata2	Cebpa	0.05444918945431709
Gata1	Gfi1	0.05444497987627983
Cebpa	cJun	0.05443728342652321
Scl	EgrNab	0.05443055182695389
Gata2	Pu1	0.05443006381392479
Gata2	Gfi1	0.05442826449871063
Pu1	Gata1	0.0544252023100853
Gata2	cJun	0.05442096292972565
Gata1	Cebpa	0.05441857501864433
Fog1	Pu1	0.054409950971603394
Gata2	Scl	0.05440939590334892
EgrNab	Pu1	0.05440743267536163
Scl	cJun	0.0544063001871109
EgrNab	Eklf	0.054405245929956436
Eklf	Pu1	0.054404404014348984
Cebpa	Scl	0.05437149479985237
EgrNab	Cebpa	0.05436871573328972
EgrNab	Gata1	0.054362762719392776
Pu1	Fog1	0.054360028356313705
