,PseudoTime1,PseudoTime2
E3415_382,NA,0.76506
E287_496,0.99398,NA
E1975_260,NA,0.52008
E4764_41,NA,0.08032
E393_31,0.06024,NA
E3771_367,NA,0.73494
E1592_154,NA,0.30723
E216_294,NA,0.58835
E3658_12,NA,0.02209
E4832_454,NA,0.90964
E3805_373,NA,0.74699
E4678_148,NA,0.29518
E1577_498,NA,0.99799
E4598_196,NA,0.39157
E744_145,0.28916,NA
E4130_498,0.99799,NA
E4346_5,NA,0.00803
E4807_423,0.84739,NA
E1308_115,NA,0.22892
E3332_213,0.4257,NA
E2910_335,NA,0.67068
E4522_266,0.53213,NA
E852_302,NA,0.60442
E363_14,0.0261,NA
E3810_371,0.74297,NA
E2847_248,0.49598,NA
E3423_329,NA,0.65863
E1445_67,NA,0.13253
E1459_8,NA,0.01406
E3869_492,0.98594,NA
E423_372,NA,0.74498
E2725_57,NA,0.11245
E1355_328,NA,0.65663
E4547_300,NA,0.6004
E871_92,NA,0.18273
E774_397,NA,0.79518
E300_59,NA,0.11647
E2992_224,NA,0.44779
E2780_7,NA,0.01205
E4060_273,0.54618,NA
E558_257,NA,0.51406
E2053_335,0.67068,NA
E1821_498,NA,0.99799
E1377_110,NA,0.21888
E4753_441,NA,0.88353
E280_200,NA,0.3996
E274_44,0.08635,NA
E1173_178,NA,0.35542
E835_72,0.14257,NA
E4245_177,0.35341,NA
E316_317,NA,0.63454
E3080_98,NA,0.19478
E4164_120,0.23896,NA
E2074_247,NA,0.49398
E4721_77,0.15261,NA
E3890_60,NA,0.11847
E2451_398,0.79719,NA
E356_310,0.62048,NA
E3877_387,NA,0.7751
E4873_448,0.89759,NA
E3671_418,NA,0.83735
E4535_308,NA,0.61647
E4990_133,NA,0.26506
E1957_141,NA,0.28112
E2873_266,0.53213,NA
E3672_201,0.40161,NA
E3296_429,NA,0.85944
E80_218,NA,0.43574
E1787_179,0.35743,NA
E759_256,NA,0.51205
E4530_116,NA,0.23092
E2118_276,NA,0.55221
E3241_159,0.31727,NA
E1041_62,NA,0.12249
E725_308,NA,0.61647
E2227_114,NA,0.22691
E1408_263,NA,0.5261
E2487_89,0.17671,NA
E1824_273,NA,0.54618
E2537_259,0.51807,NA
E3706_302,0.60442,NA
E1977_332,0.66466,NA
E3062_102,NA,0.20281
E2421_302,NA,0.60442
E4011_184,NA,0.36747
E3645_45,0.08835,NA
E3972_244,0.48795,NA
E392_469,NA,0.93976
E3032_223,NA,0.44578
E651_119,NA,0.23695
E2437_448,0.89759,NA
E1710_345,NA,0.69076
E902_208,NA,0.41566
