TF	Target	EdgeWeight
Gata1	Fog1	0.057420164346694946
Cebpa	Pu1	0.05739610269665718
Fog1	Eklf	0.05738880857825279
Eklf	Gata1	0.05738584324717522
Pu1	Gfi1	0.05738571286201477
Fog1	Fli1	0.05738445371389389
Fli1	Fog1	0.05738113820552826
Gata1	Gata2	0.05737201124429703
Scl	Eklf	0.05736681818962097
Gata1	Fli1	0.057363368570804596
Gata2	Fli1	0.05735865235328674
Fog1	Scl	0.05734287574887276
Fli1	Cebpa	0.05733662471175194
Eklf	Gata2	0.057333242148160934
Scl	Gfi1	0.05732951685786247
Pu1	EgrNab	0.05732937157154083
Fog1	Gfi1	0.0573275126516819
Scl	Fog1	0.057325635105371475
Gfi1	cJun	0.05732492357492447
Gata1	Gfi1	0.05732490122318268
Gfi1	Fog1	0.05732482671737671
cJun	Gata2	0.05732118338346481
Scl	Fli1	0.057320963591337204
Cebpa	Gfi1	0.05731899291276932
Cebpa	EgrNab	0.057317111641168594
Gata2	Gata1	0.05731707811355591
Fog1	Gata1	0.057315975427627563
Gfi1	Gata1	0.05731551721692085
Gata2	Eklf	0.0573105588555336
Gata1	Eklf	0.05731051787734032
Fli1	Gfi1	0.0573100745677948
Fog1	EgrNab	0.05730700120329857
Gata2	EgrNab	0.0573069304227829
EgrNab	Gata2	0.057306479662656784
Eklf	Fog1	0.057300277054309845
Pu1	cJun	0.05729815736413002
Pu1	Eklf	0.05729428678750992
EgrNab	cJun	0.05729253217577934
Cebpa	Gata2	0.05728872865438461
Gfi1	Pu1	0.05728646740317345
Gata2	Cebpa	0.05728497728705406
EgrNab	Pu1	0.057283829897642136
Pu1	Cebpa	0.05728183686733246
Gata2	cJun	0.057281460613012314
Gata1	Scl	0.057280033826828
cJun	Fli1	0.05727904662489891
Gfi1	Cebpa	0.05727813020348549
Cebpa	Scl	0.057275306433439255
Gata2	Pu1	0.05727415904402733
Fli1	EgrNab	0.05727146938443184
Cebpa	cJun	0.0572693906724453
cJun	EgrNab	0.05726791173219681
Fli1	Scl	0.057267747819423676
Fli1	Gata1	0.05725947022438049
EgrNab	Eklf	0.05725892260670662
Eklf	Cebpa	0.05725789815187454
Eklf	Fli1	0.057256828993558884
cJun	Pu1	0.05725258216261864
EgrNab	Fog1	0.05724893510341644
Cebpa	Fog1	0.057247698307037354
Fli1	cJun	0.057247620075941086
Scl	Gata1	0.05724646523594856
Gata2	Fog1	0.057244520634412766
Eklf	cJun	0.05724416300654411
Scl	EgrNab	0.05724373459815979
Gata2	Scl	0.0572311133146286
Gata2	Gfi1	0.05722871422767639
Eklf	Scl	0.057227689772844315
Gfi1	Eklf	0.057225301861763
Pu1	Fli1	0.05722295865416527
Gata1	Pu1	0.05722224339842796
EgrNab	Fli1	0.05722220987081528
Scl	cJun	0.057218585163354874
EgrNab	Gata1	0.057212427258491516
Cebpa	Eklf	0.05720951408147812
Eklf	Pu1	0.05720599740743637
Fog1	Gata2	0.057194605469703674
cJun	Cebpa	0.05719354376196861
Eklf	Gfi1	0.057186465710401535
Gfi1	Fli1	0.0571860745549202
Eklf	EgrNab	0.05718450993299484
Pu1	Gata1	0.05718323960900307
cJun	Scl	0.05718117952346802
Fli1	Pu1	0.057179760187864304
Fli1	Gata2	0.05717959627509117
cJun	Gfi1	0.057178884744644165
Pu1	Gata2	0.05717821791768074
Gfi1	Scl	0.057176586240530014
Scl	Gata2	0.05717382952570915
cJun	Gata1	0.057173825800418854
cJun	Fog1	0.05717357620596886
cJun	Eklf	0.05717281624674797
Gfi1	Gata2	0.05717083066701889
EgrNab	Scl	0.05716925486922264
Fli1	Eklf	0.05716624855995178
Pu1	Fog1	0.057156942784786224
Fog1	Cebpa	0.057153671979904175
Cebpa	Fli1	0.0571528859436512
EgrNab	Gfi1	0.05715254694223404
Gfi1	EgrNab	0.05715244263410568
Scl	Cebpa	0.05715024471282959
EgrNab	Cebpa	0.05714868754148483
Cebpa	Gata1	0.057145971804857254
Fog1	Pu1	0.05713736265897751
Pu1	Scl	0.057133130729198456
Fog1	cJun	0.05713249742984772
Gata1	EgrNab	0.05713238939642906
Gata1	cJun	0.05713225156068802
Gata1	Cebpa	0.057125940918922424
Scl	Pu1	0.057100050151348114
