TF	target	importance
Cebpa	Gfi1	0.4039860275246356
Gfi1	Cebpa	0.3933125425692502
EgrNab	cJun	0.39067200045220113
cJun	EgrNab	0.37106672687215136
Fog1	Scl	0.3606192698390077
Scl	Fog1	0.3479124740422056
Pu1	Gata1	0.3460476525370069
Fli1	Eklf	0.3452733451849364
Gata1	Pu1	0.345021518920827
Eklf	Fli1	0.3324435117472313
Pu1	Fog1	0.22691003983303207
Gfi1	EgrNab	0.21507032939954837
Pu1	Scl	0.20737041118245095
Scl	Gata1	0.2047584676366785
Fog1	Gata1	0.20426452377142246
Cebpa	Gata2	0.20218165817455408
Gata1	Scl	0.190725122581977
Gata1	Fog1	0.17389217050258318
Scl	Pu1	0.17309780233488983
Scl	Fli1	0.17004307106577599
Fog1	Eklf	0.16861118062573494
Fog1	Pu1	0.16685738466628472
Pu1	Gata2	0.16318799647228116
Fog1	Fli1	0.16198687091130792
Scl	Eklf	0.15982468455019674
Gata1	Gata2	0.15837695188498888
Gfi1	cJun	0.1391533561071444
Fog1	Cebpa	0.12632165163924944
Scl	Cebpa	0.12450967919878021
Cebpa	EgrNab	0.12208218730056623
Fog1	Gfi1	0.10825419073236335
Cebpa	cJun	0.10366758796713665
EgrNab	Gfi1	0.10117333387048227
Gfi1	Gata2	0.10091203482429864
Scl	Gfi1	0.09719793587101277
Pu1	EgrNab	0.09451819136224225
Gata1	cJun	0.09183965449120704
Gata1	Fli1	0.09153499384852944
Pu1	Eklf	0.09152716076312613
Cebpa	Fog1	0.08916509351386767
Pu1	cJun	0.08894527749462458
Pu1	Fli1	0.08849487963021704
Scl	Gata2	0.08753529305334579
Cebpa	Scl	0.08672457132791829
EgrNab	Cebpa	0.07806874638408147
Eklf	Gata2	0.07779993160013372
cJun	Gfi1	0.07762840822930098
Gata1	Eklf	0.07725629831940328
Pu1	Cebpa	0.07637556812892851
Gata2	Pu1	0.07541050430415382
Fog1	Gata2	0.07366787842598121
Fli1	Gata2	0.07289650786668057
Pu1	Gfi1	0.06734638388355155
Gata1	EgrNab	0.06373020279508987
Fli1	Gata1	0.06013643785744603
cJun	Cebpa	0.059293100069299526
Fli1	Pu1	0.058725318187523926
Eklf	Gata1	0.05845845139301449
Fli1	Fog1	0.056658541307035834
Cebpa	Pu1	0.056375723683585344
Eklf	Pu1	0.053747299672497556
Gata1	Cebpa	0.05198723428274547
Eklf	Fog1	0.05025334207692834
Gata1	Gfi1	0.04960801915221835
Fli1	Scl	0.049338227616256655
Scl	EgrNab	0.04897073386142529
Cebpa	Eklf	0.048526262907931134
Fog1	cJun	0.048277829063339654
Gata2	cJun	0.04730095660140708
Gata2	Gfi1	0.04605082038085628
Cebpa	Fli1	0.04601855203245178
Scl	cJun	0.04579809366504257
Gata2	Eklf	0.04417012884679911
Eklf	Scl	0.04393921948214461
Gata2	Fli1	0.04299181286957208
Cebpa	Gata1	0.041863382097200245
Gata2	Cebpa	0.040154382642129754
cJun	Gata2	0.03903543598289983
Gata2	Gata1	0.03896797196834031
Fog1	EgrNab	0.03844910846912516
Gfi1	Fli1	0.03470093947927107
Gfi1	Eklf	0.031067065637027474
cJun	Pu1	0.02836156800111
Fli1	Cebpa	0.027096405029905
Fli1	Gfi1	0.025386654459370838
EgrNab	Gata2	0.02440631171483602
Gfi1	Pu1	0.02431893195771563
Eklf	Gfi1	0.023368225896207993
Eklf	Cebpa	0.022880690055630502
Fli1	cJun	0.022814580039555936
cJun	Gata1	0.021649318569619668
Eklf	cJun	0.02153066411834097
cJun	Scl	0.02056902604968333
Gfi1	Scl	0.020244256944736007
cJun	Fog1	0.018153324606679105
EgrNab	Pu1	0.01808394827141222
cJun	Eklf	0.018001961736635725
cJun	Fli1	0.0176031661633196
Gata2	EgrNab	0.016871979093709365
Fli1	EgrNab	0.01678982753317946
Gfi1	Fog1	0.015745403644883506
EgrNab	Eklf	0.015741911428209125
Gfi1	Gata1	0.015324994198892165
EgrNab	Fli1	0.014182202252323818
Gata2	Scl	0.013606883639459517
Eklf	EgrNab	0.012450713312962746
Gata2	Fog1	0.011762581190385011
EgrNab	Fog1	0.009547029282399803
EgrNab	Gata1	0.008528799970379202
EgrNab	Scl	0.006863011336365944
