,LRP,source_gene,target_gene
1,0.033148196,EgrNab,Cebpa
2,0.0053721457,Eklf,Cebpa
3,0.0055737454,Fli1,Cebpa
4,0.004349003,Fog1,Cebpa
5,0.008686878,Gata1,Cebpa
6,0.015674466,Gata2,Cebpa
7,0.07997403,Gfi1,Cebpa
8,0.027399145,Pu1,Cebpa
9,0.0027499879,Scl,Cebpa
10,0.042490374,cJun,Cebpa
13,0.004876036,Eklf,EgrNab
14,0.0015285205,Fli1,EgrNab
15,0.0014568587,Fog1,EgrNab
16,0.0016916462,Gata1,EgrNab
17,0.00076593575,Gata2,EgrNab
18,0.033696305,Gfi1,EgrNab
19,0.005261879,Pu1,EgrNab
20,0.00047099675,Scl,EgrNab
21,0.038268868,cJun,EgrNab
25,0.0012284549,Fli1,Eklf
26,0.0006425451,Fog1,Eklf
27,0.0032251608,Gata1,Eklf
28,0.0007508152,Gata2,Eklf
29,0.0075970283,Gfi1,Eklf
30,0.00096471666,Pu1,Eklf
31,0.0006751172,Scl,Eklf
32,0.0037332955,cJun,Eklf
37,0.000935002,Fog1,Fli1
38,0.00093770126,Gata1,Fli1
39,0.0021958593,Gata2,Fli1
40,0.0061548674,Gfi1,Fli1
41,0.002126735,Pu1,Fli1
42,0.0006187315,Scl,Fli1
43,0.0026407046,cJun,Fli1
49,0.00064109254,Gata1,Fog1
50,0.00070353947,Gata2,Fog1
51,0.00630233,Gfi1,Fog1
52,0.0016530617,Pu1,Fog1
53,0.0007405691,Scl,Fog1
54,0.0033721733,cJun,Fog1
61,0.0024303584,Gata2,Gata1
62,0.0141955055,Gfi1,Gata1
63,0.0029066196,Pu1,Gata1
64,0.0015894695,Scl,Gata1
65,0.004550786,cJun,Gata1
73,0.018380156,Gfi1,Gata2
74,0.003563533,Pu1,Gata2
75,0.0013983692,Scl,Gata2
76,0.0035639452,cJun,Gata2
85,0.032807127,Pu1,Gfi1
86,0.0019166926,Scl,Gfi1
87,0.039800484,cJun,Gfi1
97,0.0023193874,Scl,Pu1
98,0.0069389995,cJun,Pu1
109,0.0015013407,cJun,Scl
