,LRP,source_gene,target_gene
1,0.12321322,EgrNab,Cebpa
2,0.00093051814,Eklf,Cebpa
3,0.00845076,Fli1,Cebpa
4,0.011221858,Fog1,Cebpa
5,0.015042694,Gata1,Cebpa
6,0.0028251766,Gata2,Cebpa
7,0.10425419,Gfi1,Cebpa
8,0.011542652,Pu1,Cebpa
9,0.00792412,Scl,Cebpa
10,0.13596644,cJun,Cebpa
13,0.017893424,Eklf,EgrNab
14,0.01386423,Fli1,EgrNab
15,0.012938535,Fog1,EgrNab
16,0.048431166,Gata1,EgrNab
17,0.038137924,Gata2,EgrNab
18,0.121578485,Gfi1,EgrNab
19,0.08539224,Pu1,EgrNab
20,0.012398526,Scl,EgrNab
21,0.20186403,cJun,EgrNab
25,0.0040437966,Fli1,Eklf
26,0.001690384,Fog1,Eklf
27,0.0033107968,Gata1,Eklf
28,0.0021916134,Gata2,Eklf
29,0.0021102065,Gfi1,Eklf
30,0.00443299,Pu1,Eklf
31,0.00089580874,Scl,Eklf
32,0.008113584,cJun,Eklf
37,0.002617163,Fog1,Fli1
38,0.0016882729,Gata1,Fli1
39,0.0025483696,Gata2,Fli1
40,0.010272403,Gfi1,Fli1
41,0.00677506,Pu1,Fli1
42,0.00047482617,Scl,Fli1
43,0.0071096625,cJun,Fli1
49,0.005854375,Gata1,Fog1
50,0.0010882315,Gata2,Fog1
51,0.0010046947,Gfi1,Fog1
52,0.0019193585,Pu1,Fog1
53,0.0048000584,Scl,Fog1
54,0.0069808103,cJun,Fog1
61,0.008180499,Gata2,Gata1
62,0.005817767,Gfi1,Gata1
63,0.01908483,Pu1,Gata1
64,0.005183651,Scl,Gata1
65,0.014954623,cJun,Gata1
73,0.012798722,Gfi1,Gata2
74,0.029431244,Pu1,Gata2
75,0.0014072491,Scl,Gata2
76,0.009925814,cJun,Gata2
85,0.01059858,Pu1,Gfi1
86,0.002975138,Scl,Gfi1
87,0.16366051,cJun,Gfi1
97,0.0067737815,Scl,Pu1
98,0.0780389,cJun,Pu1
109,0.0135243535,cJun,Scl
