,LRP,source_gene,target_gene
1,0.04098355,EgrNab,Cebpa
2,0.004131759,Eklf,Cebpa
3,0.0023266019,Fli1,Cebpa
4,0.0009523461,Fog1,Cebpa
5,0.0031276373,Gata1,Cebpa
6,0.0026750073,Gata2,Cebpa
7,0.022700034,Gfi1,Cebpa
8,0.006081558,Pu1,Cebpa
9,0.0012602024,Scl,Cebpa
10,0.027994644,cJun,Cebpa
13,0.00518498,Eklf,EgrNab
14,0.009164202,Fli1,EgrNab
15,0.0013983902,Fog1,EgrNab
16,0.010600209,Gata1,EgrNab
17,0.01045769,Gata2,EgrNab
18,0.034896694,Gfi1,EgrNab
19,0.010393401,Pu1,EgrNab
20,0.0066169454,Scl,EgrNab
21,0.08741321,cJun,EgrNab
25,0.002654852,Fli1,Eklf
26,0.0016488759,Fog1,Eklf
27,0.0020790072,Gata1,Eklf
28,0.0005142533,Gata2,Eklf
29,0.0020619575,Gfi1,Eklf
30,0.0013058374,Pu1,Eklf
31,0.00039879006,Scl,Eklf
32,0.014538275,cJun,Eklf
37,0.00074462045,Fog1,Fli1
38,0.0010235966,Gata1,Fli1
39,0.000757082,Gata2,Fli1
40,0.005636528,Gfi1,Fli1
41,0.0018020263,Pu1,Fli1
42,0.00071529904,Scl,Fli1
43,0.009338822,cJun,Fli1
49,0.0009265583,Gata1,Fog1
50,0.00081364706,Gata2,Fog1
51,0.0023231842,Gfi1,Fog1
52,0.001194546,Pu1,Fog1
53,0.0006522386,Scl,Fog1
54,0.003012388,cJun,Fog1
61,0.0020968132,Gata2,Gata1
62,0.0023472472,Gfi1,Gata1
63,0.004984049,Pu1,Gata1
64,0.0020675736,Scl,Gata1
65,0.008909803,cJun,Gata1
73,0.0040847086,Gfi1,Gata2
74,0.004614014,Pu1,Gata2
75,0.0015198283,Scl,Gata2
76,0.011927626,cJun,Gata2
85,0.005228295,Pu1,Gfi1
86,0.0011282855,Scl,Gfi1
87,0.030047026,cJun,Gfi1
97,0.0034359845,Scl,Pu1
98,0.033499964,cJun,Pu1
109,0.005843549,cJun,Scl
