,LRP,source_gene,target_gene
1,0.039681174,EgrNab,Cebpa
2,0.003224127,Eklf,Cebpa
3,0.0037889783,Fli1,Cebpa
4,0.0012303451,Fog1,Cebpa
5,0.0027066292,Gata1,Cebpa
6,0.0030192132,Gata2,Cebpa
7,0.019494198,Gfi1,Cebpa
8,0.0081714885,Pu1,Cebpa
9,0.0011532449,Scl,Cebpa
10,0.032475106,cJun,Cebpa
13,0.0075638816,Eklf,EgrNab
14,0.0074269217,Fli1,EgrNab
15,0.0021570264,Fog1,EgrNab
16,0.016445395,Gata1,EgrNab
17,0.01552274,Gata2,EgrNab
18,0.04323505,Gfi1,EgrNab
19,0.02882734,Pu1,EgrNab
20,0.0046327095,Scl,EgrNab
21,0.08413763,cJun,EgrNab
25,0.0010424103,Fli1,Eklf
26,0.00040144287,Fog1,Eklf
27,0.0016836973,Gata1,Eklf
28,0.00027689865,Gata2,Eklf
29,0.0024863952,Gfi1,Eklf
30,4.8045527e-05,Pu1,Eklf
31,0.00077025057,Scl,Eklf
32,0.007658479,cJun,Eklf
37,0.00014570783,Fog1,Fli1
38,0.0002221805,Gata1,Fli1
39,0.000757927,Gata2,Fli1
40,0.003716995,Gfi1,Fli1
41,0.0002008298,Pu1,Fli1
42,0.00029040372,Scl,Fli1
43,0.0011973922,cJun,Fli1
49,0.0004161086,Gata1,Fog1
50,0.0012224563,Gata2,Fog1
51,0.0014098207,Gfi1,Fog1
52,0.0015820458,Pu1,Fog1
53,0.0005277099,Scl,Fog1
54,0.0035432368,cJun,Fog1
61,0.0010045918,Gata2,Gata1
62,0.0029509943,Gfi1,Gata1
63,0.0054584593,Pu1,Gata1
64,0.002082616,Scl,Gata1
65,0.0045411345,cJun,Gata1
73,0.004662323,Gfi1,Gata2
74,0.005869475,Pu1,Gata2
75,0.001719383,Scl,Gata2
76,0.008006355,cJun,Gata2
85,0.0037607253,Pu1,Gfi1
86,0.0008556329,Scl,Gfi1
87,0.043393154,cJun,Gfi1
97,0.0052508647,Scl,Pu1
98,0.022633836,cJun,Pu1
109,0.005010979,cJun,Scl
