,LRP,source_gene,target_gene
1,0.060794655,EgrNab,Cebpa
2,0.003327032,Eklf,Cebpa
3,0.018075123,Fli1,Cebpa
4,0.010135675,Fog1,Cebpa
5,0.03608138,Gata1,Cebpa
6,0.048022732,Gata2,Cebpa
7,0.21783637,Gfi1,Cebpa
8,0.05224691,Pu1,Cebpa
9,0.007739384,Scl,Cebpa
10,0.10513075,cJun,Cebpa
13,0.0049863094,Eklf,EgrNab
14,0.0039154775,Fli1,EgrNab
15,0.0013138991,Fog1,EgrNab
16,0.012644669,Gata1,EgrNab
17,0.01819268,Gata2,EgrNab
18,0.059266854,Gfi1,EgrNab
19,0.012629295,Pu1,EgrNab
20,0.0033148725,Scl,EgrNab
21,0.07775375,cJun,EgrNab
25,0.00042930222,Fli1,Eklf
26,0.0026218588,Fog1,Eklf
27,0.0015124392,Gata1,Eklf
28,0.005266283,Gata2,Eklf
29,0.006158448,Gfi1,Eklf
30,0.002373389,Pu1,Eklf
31,0.0028613736,Scl,Eklf
32,0.0063947747,cJun,Eklf
37,0.0023069223,Fog1,Fli1
38,0.0071497057,Gata1,Fli1
39,0.00944033,Gata2,Fli1
40,0.029173695,Gfi1,Fli1
41,0.021984613,Pu1,Fli1
42,0.0007741705,Scl,Fli1
43,0.011331102,cJun,Fli1
49,0.008688033,Gata1,Fog1
50,0.011767678,Gata2,Fog1
51,0.022697885,Gfi1,Fog1
52,0.01276182,Pu1,Fog1
53,0.0033131235,Scl,Fog1
54,0.007049422,cJun,Fog1
61,0.03992694,Gata2,Gata1
62,0.06547718,Gfi1,Gata1
63,0.07075645,Pu1,Gata1
64,0.0070569594,Scl,Gata1
65,0.015572002,cJun,Gata1
73,0.075709045,Gfi1,Gata2
74,0.073201925,Pu1,Gata2
75,0.009778903,Scl,Gata2
76,0.01289597,cJun,Gata2
85,0.07189245,Pu1,Gfi1
86,0.010359606,Scl,Gfi1
87,0.11255906,cJun,Gfi1
97,0.010677576,Scl,Pu1
98,0.014870588,cJun,Pu1
109,0.0048853913,cJun,Scl
