,LRP,source_gene,target_gene
1,0.016731253,EgrNab,Cebpa
2,0.0032474364,Eklf,Cebpa
3,0.012796886,Fli1,Cebpa
4,0.0029168865,Fog1,Cebpa
5,0.0364889,Gata1,Cebpa
6,0.029620929,Gata2,Cebpa
7,0.029615931,Gfi1,Cebpa
8,0.031781156,Pu1,Cebpa
9,0.004424004,Scl,Cebpa
10,0.012371733,cJun,Cebpa
13,0.002795549,Eklf,EgrNab
14,0.00781134,Fli1,EgrNab
15,0.003650464,Fog1,EgrNab
16,0.032702334,Gata1,EgrNab
17,0.038896956,Gata2,EgrNab
18,0.020568425,Gfi1,EgrNab
19,0.016469298,Pu1,EgrNab
20,0.0035704398,Scl,EgrNab
21,0.016443975,cJun,EgrNab
25,0.0010700471,Fli1,Eklf
26,0.0022454348,Fog1,Eklf
27,0.0084432075,Gata1,Eklf
28,0.003184676,Gata2,Eklf
29,0.0050173514,Gfi1,Eklf
30,0.005525993,Pu1,Eklf
31,0.0012365797,Scl,Eklf
32,0.0057688337,cJun,Eklf
37,0.0014166053,Fog1,Fli1
38,0.0043141446,Gata1,Fli1
39,0.0057750666,Gata2,Fli1
40,0.014854289,Gfi1,Fli1
41,0.010678401,Pu1,Fli1
42,0.0005464216,Scl,Fli1
43,0.004870657,cJun,Fli1
49,0.0057219076,Gata1,Fog1
50,0.00467968,Gata2,Fog1
51,0.0057872673,Gfi1,Fog1
52,0.010553327,Pu1,Fog1
53,0.0028676505,Scl,Fog1
54,0.0012456807,cJun,Fog1
61,0.058378965,Gata2,Gata1
62,0.056515217,Gfi1,Gata1
63,0.07447819,Pu1,Gata1
64,0.0036669094,Scl,Gata1
65,0.010511353,cJun,Gata1
73,0.03838072,Gfi1,Gata2
74,0.053827137,Pu1,Gata2
75,0.009876669,Scl,Gata2
76,0.007467369,cJun,Gata2
85,0.050787117,Pu1,Gfi1
86,0.0013853484,Scl,Gfi1
87,0.008477573,cJun,Gfi1
97,0.002680238,Scl,Pu1
98,0.011174366,cJun,Pu1
109,0.0029612673,cJun,Scl
