,LRP,source_gene,target_gene
1,0.0008615761,EgrNab,Cebpa
2,0.0039574187,Eklf,Cebpa
3,0.004070735,Fli1,Cebpa
4,0.00717772,Fog1,Cebpa
5,0.012288095,Gata1,Cebpa
6,0.02598518,Gata2,Cebpa
7,0.016187508,Gfi1,Cebpa
8,0.02068945,Pu1,Cebpa
9,0.012504412,Scl,Cebpa
10,0.005494898,cJun,Cebpa
13,0.0014884508,Eklf,EgrNab
14,0.00037203863,Fli1,EgrNab
15,0.0035248445,Fog1,EgrNab
16,0.0034177909,Gata1,EgrNab
17,0.00090708735,Gata2,EgrNab
18,0.0047291857,Gfi1,EgrNab
19,0.0019175245,Pu1,EgrNab
20,0.0032065194,Scl,EgrNab
21,0.003423458,cJun,EgrNab
25,0.00060644763,Fli1,Eklf
26,0.0026455394,Fog1,Eklf
27,0.00046241918,Gata1,Eklf
28,0.0023999466,Gata2,Eklf
29,0.0042830454,Gfi1,Eklf
30,0.0024029836,Pu1,Eklf
31,0.0019223262,Scl,Eklf
32,0.0042662392,cJun,Eklf
37,0.0037671688,Fog1,Fli1
38,0.003563336,Gata1,Fli1
39,0.0053551565,Gata2,Fli1
40,0.0028328153,Gfi1,Fli1
41,0.003022118,Pu1,Fli1
42,0.004046858,Scl,Fli1
43,0.0033272507,cJun,Fli1
49,0.0033497969,Gata1,Fog1
50,0.007482292,Gata2,Fog1
51,0.005351573,Gfi1,Fog1
52,0.0044568996,Pu1,Fog1
53,0.0022211587,Scl,Fog1
54,0.0070855487,cJun,Fog1
61,0.03971441,Gata2,Gata1
62,0.018299723,Gfi1,Gata1
63,0.030962488,Pu1,Gata1
64,0.005958806,Scl,Gata1
65,0.008181656,cJun,Gata1
73,0.023816826,Gfi1,Gata2
74,0.046402145,Pu1,Gata2
75,0.010777349,Scl,Gata2
76,0.00997502,cJun,Gata2
85,0.015132036,Pu1,Gfi1
86,0.010683176,Scl,Gfi1
87,0.0006820385,cJun,Gfi1
97,0.0121624945,Scl,Pu1
98,0.0017457943,cJun,Pu1
109,0.008453754,cJun,Scl
