,LRP,source_gene,target_gene
1,0.007134402,EgrNab,Cebpa
2,0.00047834413,Eklf,Cebpa
3,0.0018860681,Fli1,Cebpa
4,0.0017184713,Fog1,Cebpa
5,0.0003787169,Gata1,Cebpa
6,0.00032183615,Gata2,Cebpa
7,0.0060054474,Gfi1,Cebpa
8,0.0030002536,Pu1,Cebpa
9,0.0007768322,Scl,Cebpa
10,0.010768821,cJun,Cebpa
13,0.00062519504,Eklf,EgrNab
14,0.0026526435,Fli1,EgrNab
15,0.0032442058,Fog1,EgrNab
16,0.0010399193,Gata1,EgrNab
17,0.0026479706,Gata2,EgrNab
18,0.00828281,Gfi1,EgrNab
19,0.008819686,Pu1,EgrNab
20,0.002348461,Scl,EgrNab
21,0.012956002,cJun,EgrNab
25,0.00085760886,Fli1,Eklf
26,0.00094043877,Fog1,Eklf
27,0.0008719687,Gata1,Eklf
28,0.00040465491,Gata2,Eklf
29,0.0009990776,Gfi1,Eklf
30,0.0009985634,Pu1,Eklf
31,0.00053485914,Scl,Eklf
32,0.0010561781,cJun,Eklf
37,0.00067567267,Fog1,Fli1
38,0.0009571445,Gata1,Fli1
39,0.00048018573,Gata2,Fli1
40,0.00039298425,Gfi1,Fli1
41,0.00047527795,Pu1,Fli1
42,0.00071169756,Scl,Fli1
43,0.000917413,cJun,Fli1
49,0.0006804289,Gata1,Fog1
50,0.00012575932,Gata2,Fog1
51,0.0006977086,Gfi1,Fog1
52,0.0020621843,Pu1,Fog1
53,0.0006641397,Scl,Fog1
54,0.000877623,cJun,Fog1
61,0.0015499514,Gata2,Gata1
62,0.0023614282,Gfi1,Gata1
63,0.0029064643,Pu1,Gata1
64,0.00021108137,Scl,Gata1
65,0.0031952595,cJun,Gata1
73,0.0012623938,Gfi1,Gata2
74,0.0023826852,Pu1,Gata2
75,0.0007362288,Scl,Gata2
76,0.001234916,cJun,Gata2
85,0.0055387504,Pu1,Gfi1
86,0.00020597197,Scl,Gfi1
87,0.010785989,cJun,Gfi1
97,0.0012332634,Scl,Pu1
98,0.002915123,cJun,Pu1
109,0.00074917095,cJun,Scl
