,LRP,source_gene,target_gene
1,0.0012043572,EgrNab,Cebpa
2,0.009158319,Eklf,Cebpa
3,0.0030360785,Fli1,Cebpa
4,0.0048623094,Fog1,Cebpa
5,0.0012561963,Gata1,Cebpa
6,0.0016075302,Gata2,Cebpa
7,0.0017207,Gfi1,Cebpa
8,0.00045605734,Pu1,Cebpa
9,0.0018341066,Scl,Cebpa
10,0.0022511298,cJun,Cebpa
13,0.015483048,Eklf,EgrNab
14,0.008824711,Fli1,EgrNab
15,0.0068854885,Fog1,EgrNab
16,0.0019314244,Gata1,EgrNab
17,0.0023832158,Gata2,EgrNab
18,0.0007525275,Gfi1,EgrNab
19,0.0018029079,Pu1,EgrNab
20,0.0048982645,Scl,EgrNab
21,0.0014588506,cJun,EgrNab
25,0.088424295,Fli1,Eklf
26,0.013026565,Fog1,Eklf
27,0.007876971,Gata1,Eklf
28,0.0049229492,Gata2,Eklf
29,0.003425181,Gfi1,Eklf
30,0.0134293735,Pu1,Eklf
31,0.004927025,Scl,Eklf
32,0.008026279,cJun,Eklf
37,0.024489328,Fog1,Fli1
38,0.0033770124,Gata1,Fli1
39,0.026681213,Gata2,Fli1
40,0.008259646,Gfi1,Fli1
41,0.008408664,Pu1,Fli1
42,0.0186936,Scl,Fli1
43,0.007297064,cJun,Fli1
49,0.002913115,Gata1,Fog1
50,0.0068832436,Gata2,Fog1
51,0.0027544736,Gfi1,Fog1
52,0.002652686,Pu1,Fog1
53,0.000903253,Scl,Fog1
54,0.0068168305,cJun,Fog1
61,0.0011063041,Gata2,Gata1
62,0.0005219013,Gfi1,Gata1
63,0.00012441055,Pu1,Gata1
64,0.001365779,Scl,Gata1
65,0.0018362999,cJun,Gata1
73,0.0021728775,Gfi1,Gata2
74,0.001458521,Pu1,Gata2
75,0.0062839333,Scl,Gata2
76,0.005898267,cJun,Gata2
85,0.001351283,Pu1,Gfi1
86,0.0006375574,Scl,Gfi1
87,0.0021073795,cJun,Gfi1
97,0.0044729384,Scl,Pu1
98,0.0019573476,cJun,Pu1
109,0.007051009,cJun,Scl
