,LRP,source_gene,target_gene
1,0.004556837,EgrNab,Cebpa
2,0.0023765161,Eklf,Cebpa
3,0.0026234023,Fli1,Cebpa
4,0.005176205,Fog1,Cebpa
5,0.015042469,Gata1,Cebpa
6,0.018360035,Gata2,Cebpa
7,0.00904361,Gfi1,Cebpa
8,0.03319354,Pu1,Cebpa
9,0.005675462,Scl,Cebpa
10,0.004930576,cJun,Cebpa
13,0.0017722889,Eklf,EgrNab
14,0.00067572086,Fli1,EgrNab
15,0.0032604216,Fog1,EgrNab
16,0.0074574314,Gata1,EgrNab
17,0.005231034,Gata2,EgrNab
18,0.0033754734,Gfi1,EgrNab
19,0.0014552083,Pu1,EgrNab
20,0.0032513582,Scl,EgrNab
21,0.0033324037,cJun,EgrNab
25,0.00027379123,Fli1,Eklf
26,0.0019587134,Fog1,Eklf
27,0.0029861305,Gata1,Eklf
28,0.0048388885,Gata2,Eklf
29,0.0011706192,Gfi1,Eklf
30,0.0049921167,Pu1,Eklf
31,0.0023522475,Scl,Eklf
32,0.0015174915,cJun,Eklf
37,0.0026417095,Fog1,Fli1
38,0.0048805606,Gata1,Fli1
39,0.0036652035,Gata2,Fli1
40,0.0027081652,Gfi1,Fli1
41,0.0030728122,Pu1,Fli1
42,0.002935342,Scl,Fli1
43,0.001449435,cJun,Fli1
49,0.006226156,Gata1,Fog1
50,0.013451519,Gata2,Fog1
51,0.0062908716,Gfi1,Fog1
52,0.015678458,Pu1,Fog1
53,0.0012244568,Scl,Fog1
54,0.0049535106,cJun,Fog1
61,0.034869246,Gata2,Gata1
62,0.017901225,Gfi1,Gata1
63,0.05307544,Pu1,Gata1
64,0.00497083,Scl,Gata1
65,0.011142082,cJun,Gata1
73,0.015974412,Gfi1,Gata2
74,0.06136564,Pu1,Gata2
75,0.010741496,Scl,Gata2
76,0.010528518,cJun,Gata2
85,0.0362705,Pu1,Gfi1
86,0.005568122,Scl,Gfi1
87,0.003686103,cJun,Gfi1
97,0.014659701,Scl,Pu1
98,0.0064520054,cJun,Pu1
109,0.005051855,cJun,Scl
