,LRP,source_gene,target_gene
1,0.0021707523,EgrNab,Cebpa
2,0.0030357323,Eklf,Cebpa
3,0.014750289,Fli1,Cebpa
4,0.0054258215,Fog1,Cebpa
5,0.0017298779,Gata1,Cebpa
6,0.003472831,Gata2,Cebpa
7,0.0022434904,Gfi1,Cebpa
8,0.0033055912,Pu1,Cebpa
9,0.004570083,Scl,Cebpa
10,0.00086320343,cJun,Cebpa
13,0.007082326,Eklf,EgrNab
14,0.017564688,Fli1,EgrNab
15,0.0029377122,Fog1,EgrNab
16,0.0031808447,Gata1,EgrNab
17,0.0016818903,Gata2,EgrNab
18,0.0011996618,Gfi1,EgrNab
19,0.00237977,Pu1,EgrNab
20,0.0024034209,Scl,EgrNab
21,0.0030530794,cJun,EgrNab
25,0.100770704,Fli1,Eklf
26,0.012421438,Fog1,Eklf
27,0.0012053886,Gata1,Eklf
28,0.014835032,Gata2,Eklf
29,0.007249709,Gfi1,Eklf
30,0.007068889,Pu1,Eklf
31,0.0077507165,Scl,Eklf
32,0.0030762954,cJun,Eklf
37,0.0039258925,Fog1,Fli1
38,0.014609538,Gata1,Fli1
39,0.0066478103,Gata2,Fli1
40,0.0015474379,Gfi1,Fli1
41,0.015162022,Pu1,Fli1
42,0.0077473964,Scl,Fli1
43,0.009687741,cJun,Fli1
49,0.0041835136,Gata1,Fog1
50,0.0004549554,Gata2,Fog1
51,0.0019030599,Gfi1,Fog1
52,0.011150311,Pu1,Fog1
53,0.0061766207,Scl,Fog1
54,0.008134598,cJun,Fog1
61,0.0021513524,Gata2,Gata1
62,0.001594862,Gfi1,Gata1
63,0.0037688795,Pu1,Gata1
64,0.0026301483,Scl,Gata1
65,0.00043105305,cJun,Gata1
73,0.0019261221,Gfi1,Gata2
74,0.007309205,Pu1,Gata2
75,0.008511612,Scl,Gata2
76,0.0044871834,cJun,Gata2
85,0.003734115,Pu1,Gfi1
86,0.00083041703,Scl,Gfi1
87,0.0017726985,cJun,Gfi1
97,0.012998194,Scl,Pu1
98,0.0024967787,cJun,Pu1
109,0.0071198735,cJun,Scl
