,LRP,source_gene,target_gene
1,0.011217401,EgrNab,Cebpa
2,0.00044770265,Eklf,Cebpa
3,8.591116e-05,Fli1,Cebpa
4,0.0024406516,Fog1,Cebpa
5,0.00054945785,Gata1,Cebpa
6,0.001180829,Gata2,Cebpa
7,0.008208354,Gfi1,Cebpa
8,0.0036273294,Pu1,Cebpa
9,0.0031684365,Scl,Cebpa
10,0.009853297,cJun,Cebpa
13,0.00046009413,Eklf,EgrNab
14,0.002961117,Fli1,EgrNab
15,0.002140529,Fog1,EgrNab
16,0.0018586268,Gata1,EgrNab
17,0.0045516216,Gata2,EgrNab
18,0.0052218297,Gfi1,EgrNab
19,0.006583612,Pu1,EgrNab
20,0.0032299631,Scl,EgrNab
21,0.0034199713,cJun,EgrNab
25,0.0004151559,Fli1,Eklf
26,0.0006546073,Fog1,Eklf
27,0.00036053782,Gata1,Eklf
28,0.00022433969,Gata2,Eklf
29,0.0016374204,Gfi1,Eklf
30,0.00055364013,Pu1,Eklf
31,0.00061426975,Scl,Eklf
32,0.0019070121,cJun,Eklf
37,0.00077743945,Fog1,Fli1
38,0.0010613662,Gata1,Fli1
39,0.00038403357,Gata2,Fli1
40,0.0003341058,Gfi1,Fli1
41,0.00012588204,Pu1,Fli1
42,0.00062478136,Scl,Fli1
43,0.0010070308,cJun,Fli1
49,0.0005713275,Gata1,Fog1
50,0.0003677896,Gata2,Fog1
51,0.00080675015,Gfi1,Fog1
52,0.00045650871,Pu1,Fog1
53,0.00072973623,Scl,Fog1
54,0.00065873103,cJun,Fog1
61,0.0013331783,Gata2,Gata1
62,0.0020704526,Gfi1,Gata1
63,0.00096860516,Pu1,Gata1
64,0.0007391348,Scl,Gata1
65,0.0013017615,cJun,Gata1
73,0.00083340786,Gfi1,Gata2
74,0.0025653823,Pu1,Gata2
75,0.00019612152,Scl,Gata2
76,0.0043506115,cJun,Gata2
85,0.0013482418,Pu1,Gfi1
86,0.0013093945,Scl,Gfi1
87,0.010002558,cJun,Gfi1
97,0.0011552216,Scl,Pu1
98,0.005196648,cJun,Pu1
109,0.0009606093,cJun,Scl
