,LRP,source_gene,target_gene
1,0.0009812466,EgrNab,Cebpa
2,0.012041029,Eklf,Cebpa
3,0.0028327033,Fli1,Cebpa
4,0.0045743226,Fog1,Cebpa
5,0.002959426,Gata1,Cebpa
6,0.003091166,Gata2,Cebpa
7,0.00057655055,Gfi1,Cebpa
8,0.0027970118,Pu1,Cebpa
9,0.0033419193,Scl,Cebpa
10,0.0036233533,cJun,Cebpa
13,0.01626033,Eklf,EgrNab
14,0.005363688,Fli1,EgrNab
15,0.0065227496,Fog1,EgrNab
16,0.0017734722,Gata1,EgrNab
17,0.0041272696,Gata2,EgrNab
18,0.0010203002,Gfi1,EgrNab
19,0.0026609544,Pu1,EgrNab
20,0.008111345,Scl,EgrNab
21,0.001943174,cJun,EgrNab
25,0.08798523,Fli1,Eklf
26,0.019762877,Fog1,Eklf
27,0.009436922,Gata1,Eklf
28,0.01835316,Gata2,Eklf
29,0.0034155492,Gfi1,Eklf
30,0.015841458,Pu1,Eklf
31,0.011276882,Scl,Eklf
32,0.013975882,cJun,Eklf
37,0.025692645,Fog1,Fli1
38,0.002549945,Gata1,Fli1
39,0.02288529,Gata2,Fli1
40,0.0087636635,Gfi1,Fli1
41,0.0066295047,Pu1,Fli1
42,0.020731948,Scl,Fli1
43,0.0071493154,cJun,Fli1
49,0.006283061,Gata1,Fog1
50,0.010995159,Gata2,Fog1
51,0.0035718903,Gfi1,Fog1
52,0.003843824,Pu1,Fog1
53,0.0070744725,Scl,Fog1
54,0.0108749475,cJun,Fog1
61,0.0063058967,Gata2,Gata1
62,0.00012688506,Gfi1,Gata1
63,0.0010710768,Pu1,Gata1
64,0.0055071134,Scl,Gata1
65,0.00411767,cJun,Gata1
73,0.0030491354,Gfi1,Gata2
74,0.0016257948,Pu1,Gata2
75,0.0076877116,Scl,Gata2
76,0.0062168436,cJun,Gata2
85,0.0012039666,Pu1,Gfi1
86,0.00057721883,Scl,Gfi1
87,0.0042600045,cJun,Gfi1
97,0.00062419777,Scl,Pu1
98,0.0027640415,cJun,Pu1
109,0.009359444,cJun,Scl
