,PseudoTime1,PseudoTime2,PseudoTime3
E3054_107,NA,NA,0.133
E3105_178,NA,0.22208,NA
E2072_505,NA,0.63237,NA
E3037_25,NA,NA,0.03011
E3841_328,0.41029,NA,NA
E742_242,NA,NA,0.30238
E4711_52,NA,NA,0.06399
E475_359,NA,0.44918,NA
E4269_391,0.48934,NA,NA
E2168_369,NA,NA,0.46173
E2217_292,NA,0.36512,NA
E2615_729,NA,0.91343,NA
E1341_760,NA,0.95232,NA
E3057_758,0.94981,NA,NA
E3926_264,0.32999,NA,NA
E3954_579,NA,0.72522,NA
E707_613,0.76788,NA,NA
E830_582,NA,0.72898,NA
E1170_448,NA,0.56085,NA
E1964_49,NA,NA,0.06023
E2078_675,NA,NA,0.84567
E2348_784,0.98243,NA,NA
E3341_376,0.47051,NA,NA
E1710_193,NA,0.2409,NA
E4763_540,NA,0.67629,NA
E2938_484,0.60602,NA,NA
E3138_118,NA,0.1468,NA
E3813_532,NA,0.66625,NA
E3704_647,NA,0.81054,NA
E4166_779,NA,0.97616,NA
E1239_795,0.99624,NA,NA
E158_291,NA,NA,0.36386
E4310_721,NA,NA,0.90339
E3375_6,NA,NA,0.00627
E1400_77,NA,NA,0.09536
E4194_75,NA,NA,0.09285
E2054_397,0.49686,NA,NA
E3406_675,NA,0.84567,NA
E2745_101,NA,0.12547,NA
E4404_279,0.34881,NA,NA
E471_238,NA,0.29737,NA
E1846_201,0.25094,NA,NA
E1647_186,NA,NA,0.23212
E1486_72,NA,NA,0.08908
E3564_291,0.36386,NA,NA
E3737_72,NA,NA,0.08908
E4255_36,NA,0.04391,NA
E1207_208,NA,0.25972,NA
E199_109,NA,0.13551,NA
E2244_381,NA,0.47679,NA
E1324_423,NA,0.52949,NA
E1454_385,0.48181,NA,NA
E880_253,0.31619,NA,NA
E4092_101,NA,NA,0.12547
E1838_120,0.14931,NA,NA
E4637_29,NA,NA,0.03513
E874_308,NA,0.38519,NA
E3103_41,NA,0.05019,NA
E4377_289,NA,NA,0.36136
E222_86,NA,NA,0.10665
E676_310,0.3877,NA,NA
E4419_494,NA,NA,0.61857
E4440_146,0.18193,NA,NA
E1782_125,NA,0.15558,NA
E4097_169,NA,0.21079,NA
E1664_636,0.79674,NA,NA
E3739_267,NA,NA,0.33375
E2032_770,NA,0.96487,NA
E686_477,NA,0.59724,NA
E2020_408,NA,0.51066,NA
E3377_360,NA,0.45044,NA
E512_357,NA,0.44668,NA
E1398_467,NA,0.58469,NA
E1401_111,NA,0.13802,NA
E3947_492,NA,NA,0.61606
E3994_220,0.27478,NA,NA
E4532_12,NA,NA,0.0138
E4054_741,0.92848,NA,NA
E4521_406,NA,0.50816,NA
E564_326,NA,NA,0.40778
E1912_451,NA,NA,0.56462
E729_31,NA,NA,0.03764
E1793_398,NA,NA,0.49812
E2754_684,0.85696,NA,NA
E174_695,0.87077,NA,NA
E521_303,NA,NA,0.37892
E3457_678,NA,0.84944,NA
E86_583,NA,0.73024,NA
E4069_430,0.53827,NA,NA
E3758_728,NA,0.91217,NA
E207_621,NA,0.77792,NA
E619_790,0.98996,NA,NA
E1794_748,NA,NA,0.93726
E235_237,0.29611,NA,NA
E3396_517,0.64743,NA,NA
E394_577,NA,0.72271,NA
E3734_222,0.27729,NA,NA
E2476_705,NA,NA,0.88331
E2570_226,NA,0.28231,NA
E3480_159,NA,0.19824,NA
E1658_558,0.69887,NA,NA
E2939_589,NA,0.73777,NA
E1702_38,NA,NA,0.04642
E3895_262,0.32748,NA,NA
E1122_80,NA,NA,0.09912
E550_518,NA,NA,0.64868
E4375_52,NA,0.06399,NA
E4089_555,NA,NA,0.69511
E1256_308,NA,NA,0.38519
E755_532,NA,0.66625,NA
E1052_9,0.01004,NA,NA
E224_10,NA,0.01129,NA
E317_706,0.88457,NA,NA
E2346_760,NA,0.95232,NA
E4591_455,0.56964,NA,NA
E3462_522,NA,0.6537,NA
E240_545,0.68256,NA,NA
E2885_360,NA,0.45044,NA
E4863_326,0.40778,NA,NA
E1325_728,NA,0.91217,NA
E3525_532,0.66625,NA,NA
E2391_633,NA,0.79297,NA
E2981_505,NA,NA,0.63237
E3281_723,NA,NA,0.9059
E4737_249,NA,0.31117,NA
E3137_452,NA,0.56587,NA
E1848_661,NA,0.82811,NA
E1220_602,NA,NA,0.75408
E2804_138,NA,0.17189,NA
E3563_410,NA,0.51317,NA
E4531_503,0.62986,NA,NA
E4798_348,NA,0.43538,NA
E340_378,0.47302,NA,NA
E3312_743,0.93099,NA,NA
E2513_721,NA,0.90339,NA
E1374_745,0.9335,NA,NA
E886_537,NA,NA,0.67252
E419_791,NA,0.99122,NA
E4417_451,NA,NA,0.56462
E3967_727,NA,NA,0.91092
E897_514,NA,0.64366,NA
E4015_352,NA,NA,0.4404
